db_id,query,question,hardness,lang
marriage_citizenship,"SELECT  T2.name,T1.citizenship_category_wife,T1.citizenship_category_husband,T1.year, T1.amount FROM marriage_citizenship as T1
JOIN spatial_unit AS T2 on T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.name ilike '%Heitenried%' and T1.year = 2008  and T1.citizenship_category_wife != 'Citizenship of wife - total' and T1.citizenship_category_husband != 'Citizenship of husband - total';
"," How many marriages occurred in Heitenried in the year 2008 for individuals of different nationalities?
",unknown,en
marriage_citizenship,"SELECT  T2.name,T1.citizenship_category_wife,T1.citizenship_category_husband,T1.year, T1.amount FROM marriage_citizenship as T1
JOIN spatial_unit AS T2 on T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.country = 'True' and T1.year = 2010 and T1.citizenship_category_wife = 'Citizenship of wife - total' and T1.citizenship_category_husband = 'Citizenship of husband - total';
"," How many marriages occurred in switzerland in the year 2010?
",extra,en
marriage_citizenship,"(SELECT  T2.name, T2.spatialunit_ontology,T1.year, T1.amount  FROM marriage_citizenship as T1
JOIN spatial_unit AS T2 on T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.municipal = 'True' AND T1.year = 2000  AND T1.citizenship_category_husband = 'Switzerland'  AND T1.citizenship_category_wife = 'Citizenship of wife - total'
AND T1.amount =(SELECT Max(T1.amount) FROM marriage_citizenship as T1
JOIN spatial_unit AS T2 on T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.municipal = 'True' AND T1.year = 2000  AND T1.citizenship_category_husband = 'Switzerland'  AND T1.citizenship_category_wife = 'Citizenship of wife - total' )
LIMIT 1)
UNION ALL
(
SELECT  T2.name, T2.spatialunit_ontology,T1.year, T1.amount  FROM marriage_citizenship as T1
JOIN spatial_unit AS T2 on T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.municipal = 'True' AND T1.year = 2000  AND T1.citizenship_category_husband = 'Switzerland'  AND T1.citizenship_category_wife = 'Citizenship of wife - total'
AND T1.amount =(SELECT MIN(T1.amount) FROM marriage_citizenship as T1
JOIN spatial_unit AS T2 on T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.municipal = 'True' AND T1.year = 2000  AND T1.citizenship_category_husband = 'Switzerland'  AND T1.citizenship_category_wife = 'Citizenship of wife - total' )
LIMIT 1);
"," In 2000, among the municipalities, which had the highest and lowest numbers of marriages where the husbands were Swiss citizens?
",unknown,en
marriage_citizenship,"SELECT  T2.name, T2.spatialunit_ontology,T1.year, T1.amount,T1.citizenship_category_husband,T1.citizenship_category_wife  FROM marriage_citizenship as T1
JOIN spatial_unit AS T2 on T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.district = 'True' AND T1.year = 2012  AND T1.citizenship_category_husband = 'Foreign country'  AND T1.citizenship_category_wife = 'Foreign country'
ORDER BY T1.amount DESC
LIMIT 1;
"," What is the highest number of marriages that occurred at the district level in 2012, where both the wife and husband were citizens of foreign countries?
",extra,en
marriage_citizenship,"SELECT  AVG(T1.amount)  FROM marriage_citizenship as T1
JOIN spatial_unit AS T2 on T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.municipal = 'True' AND T1.year = 2012  AND T1.citizenship_category_husband = 'Foreign country' AND  T1.citizenship_category_wife = 'Citizenship of wife - total';
"," In the year 1982, what was the average number of marriages at the municipal level, where the husbands were citizens of foreign countries?
",medium,en
marriage_citizenship,"SELECT  T2.name, T2.spatialunit_ontology,T1.year, T1.amount   FROM marriage_citizenship as T1
JOIN spatial_unit AS T2 on T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.municipal = 'True' AND T1.year = 2012  AND T1.citizenship_category_wife = 'Switzerland' AND  T1.citizenship_category_husband = 'Citizenship of husband - total'
ORDER BY T1.amount ASC
LIMIT 10;
"," Show me the top-10 municipalities with the lowest numbers of marriages that the wives were Swiss citizens on 2016?
",extra,en
marriage_citizenship,"SELECT  T2.name, T1.amount FROM marriage_citizenship as T1
JOIN spatial_unit AS T2 on T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.canton = 'True' AND T1.year = 2010  AND T1.citizenship_category_husband = 'Foreign country' AND  T1.citizenship_category_wife = 'Foreign country'
ORDER BY T1.amount DESC
LIMIT 5;
"," Give me the 5 highest numbers of marriages that occurred at the canton level in 2010, where both the wife and husband were citizens of foreign countries?
",extra,en
marriage_citizenship,"SELECT A. * from (SELECT T2.name, T1.citizenship_category_husband, T1.citizenship_category_wife, T1.amount
               FROM marriage_citizenship as T1
                        JOIN spatial_unit AS T2 on T1.spatialunit_uid = T2.spatialunit_uid
               WHERE T2.canton = 'True'
                 AND T1.year = 1990
                 AND T1.citizenship_category_husband = 'Foreign country'
                 and T1.citizenship_category_wife = 'Switzerland'
               UNION
               SELECT T2.name, T1.citizenship_category_husband, T1.citizenship_category_wife, T1.amount
               FROM marriage_citizenship as T1
                        JOIN spatial_unit AS T2 on T1.spatialunit_uid = T2.spatialunit_uid
               WHERE T2.canton = 'True'
                 AND T1.year = 1990
                 AND T1.citizenship_category_husband = 'Switzerland'
                 and T1.citizenship_category_wife = 'Foreign country') A
ORDER BY A.amount ASC
LIMIT 1;
"," Show me the lowet number of marriages that occurred at the canton level in 1990, where both the wife and husband were from different nationalities?
",unknown,en
marriage_citizenship,"SELECT T2.name, T1.year, T1.amount FROM marriage_citizenship as T1
JOIN spatial_unit AS T2 on T1.spatialunit_uid = T2.spatialunit_uid
WHERE  T2.name ilike '%Oberdorf (BL)%' AND T1.citizenship_category_wife = 'Citizenship of wife - total' and T1.citizenship_category_husband = 'Citizenship of husband - total'
ORDER BY T1.year ASC;
"," How many marriages occurred in Oberdorf (BL) each year?
",unknown,en
marriage_citizenship,"SELECT T2.name, T1.year, T1.citizenship_category_husband , T1.citizenship_category_wife, T1.amount FROM marriage_citizenship as T1
JOIN spatial_unit AS T2 on T1.spatialunit_uid = T2.spatialunit_uid
WHERE  T2.name ilike '%z_rich%'  AND T2.canton = 'True' AND T1.year >= 2000  AND T1.citizenship_category_wife != 'Citizenship of wife - total' and T1.citizenship_category_husband != 'Citizenship of husband - total'
ORDER BY T1.year ASC, T1.citizenship_category_wife ASC , T1.citizenship_category_husband ASC;
"," Please provide a summary of the number of marriages for each combination of male and female citizenships in the canton of Zurich since 2000.
",unknown,en
marriage_citizenship,"SELECT T2.name, T1.citizenship_category_husband , T1.citizenship_category_wife, T1.amount FROM marriage_citizenship as T1
JOIN spatial_unit AS T2 on T1.spatialunit_uid = T2.spatialunit_uid
WHERE  T2.canton = 'True' AND T1.year = 2011 AND T1.citizenship_category_husband = 'Switzerland' and T1.citizenship_category_wife = 'Foreign country'
ORDER BY T1.amount DESC
LIMIT 5;
"," Which five cantons have the highest number of marriages between Swiss men and foreign women on 2011?
",extra,en
marriage_citizenship,"SELECT T2.name, T1.citizenship_category_husband , T1.citizenship_category_wife, T1.amount FROM marriage_citizenship as T1
JOIN spatial_unit AS T2 on T1.spatialunit_uid = T2.spatialunit_uid
WHERE  T1.year = 2012 AND T2.canton = 'True' AND (T2.name  ilike '%z_rich%' OR T2.name  ilike '%Neuch_tel%')  AND T1.citizenship_category_wife = 'Foreign country' AND T1.citizenship_category_husband = 'Foreign country'
ORDER BY T1.amount DESC;
"," In terms of the number of marriages between two foreigners on 2012, how does Canton Zurich compare to Canton Neuchâtel?
",unknown,en
marriage_citizenship,"SELECT T1.year, T1.citizenship_category_husband , T1.citizenship_category_wife, T1.amount FROM marriage_citizenship as T1
JOIN spatial_unit AS T2 on T1.spatialunit_uid = T2.spatialunit_uid
WHERE  T2.country = 'True'  AND T2.name = 'Switzerland'  AND T1.citizenship_category_wife = 'Foreign country' AND T1.citizenship_category_husband = 'Switzerland'
ORDER BY T1.amount DESC
LIMIT 1;
"," which year has the most number of marriage between swiss man and woman from other nationalty in Switzerlan?
",extra,en
marriage_citizenship,"SELECT T1.year, T1.citizenship_category_husband , T1.citizenship_category_wife, T1.amount FROM marriage_citizenship as T1
JOIN spatial_unit AS T2 on T1.spatialunit_uid = T2.spatialunit_uid
WHERE  T2.canton = 'True' AND T2.name ilike '%Aargau%'  AND T1.citizenship_category_wife = 'Switzerland' AND T1.citizenship_category_husband = 'Foreign country'
ORDER BY T1.amount DESC
LIMIT 1;"," which year has the most number of marriage between swiss femal and man from other nationalty in canton Argua?
",unknown,en
resident_population_birthplace_citizenship_type,"SELECT S.name, S.spatialunit_ontology, sum(T.amount) as amount from stock_vehicles as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name ilike '%Z_rich%'  and T.year = 2021 and S.municipal = 'True' and T.fuel_type != 'total'
GROUP BY S.name, S.spatialunit_ontology;
"," How many vehicles do we have in the city of zurich in 2021?
",unknown,en
resident_population_birthplace_citizenship_type,"SELECT S.name, S.spatialunit_ontology, sum(T.amount) as amount from stock_vehicles as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name ilike '%Z_rich%'  and T.year = 2020 and (S.canton = 'True' or S.municipal = 'True' or S.district = 'True')
GROUP BY S.name, S.spatialunit_ontology;
"," How many vehicles do we have in zurich in 2020?
",unknown,en
resident_population_birthplace_citizenship_type,"SELECT S.name, S.spatialunit_ontology,T.fuel_type,T.year, sum(T.amount) as amount from stock_vehicles as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name ilike '%basel%'  and S.municipal = 'True' and T.fuel_type = 'Electric'
GROUP BY S.spatialunit_ontology, S.name,T.fuel_type, T.year;
"," How many electric cars do we have in the city of basel?
",unknown,en
resident_population_birthplace_citizenship_type,"SELECT S.name, S.spatialunit_ontology,T.fuel_type,T.year, sum(T.amount) as amount from stock_vehicles as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name ilike '%basel%'  and S.municipal = 'True' and T.fuel_type ilike '%hybrid%'
GROUP BY S.spatialunit_ontology, S.name,T.fuel_type, T.year;
"," How many hybrid cars do we have in the city of basel?
",unknown,en
resident_population_birthplace_citizenship_type,"SELECT S.name, S.spatialunit_ontology,T.fuel_type, sum(T.amount) as amount from stock_vehicles as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE  S.canton = 'True' and T.fuel_type ilike '%diesel%' and T.vehicle_type = 'passenger_cars'
GROUP BY S.spatialunit_ontology, S.name,T.fuel_type;
"," give me the total number of passenger cars that are using diesel in each canton?
",unknown,en
resident_population_birthplace_citizenship_type,"SELECT T1.year, T1.population_type,T1.place_of_birth,T1.citizenship, T1.amount from resident_population_birthplace_citizenship_type AS T1
JOIN spatial_unit AS T2 ON T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.country = 'True' AND T1.year = 2020 AND T1.population_type = 'Permanent resident population' AND T1.place_of_birth = 'Abroad' AND T1.citizenship = 'Citizenship - total';
"," How many of the permanent population of Switzerlan have been born Aborad on the year of 2020?
",extra,en
resident_population_birthplace_citizenship_type,"SELECT T1.year, T1.population_type,T1.place_of_birth,T1.citizenship, T1.amount from resident_population_birthplace_citizenship_type AS T1
JOIN spatial_unit AS T2 ON T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.country = 'True' AND T1.year = 2019 AND T1.population_type = 'Permanent resident population' AND T1.place_of_birth = 'Abroad' AND T1.citizenship = 'Citizenship - total';
"," In year 2019, how many individuals in Switzerland's permanent population were not born within the country's territory?
",extra,en
resident_population_birthplace_citizenship_type,"SELECT T1.year,T1.population_type,T1.place_of_birth,T1.citizenship, T1.amount from resident_population_birthplace_citizenship_type AS T1
JOIN spatial_unit AS T2 ON T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.country = 'True' AND T1.year = 2021 AND T1.population_type = 'Non permanent resident population' AND T1.place_of_birth = 'Abroad' AND T1.citizenship = 'Citizenship - total';
"," In 2021, how many people were living in Switzerland who were not born there and did not have permanent residency?
",extra,en
resident_population_birthplace_citizenship_type,"SELECT T1.population_type,T1.place_of_birth,T1.citizenship, T1.amount from resident_population_birthplace_citizenship_type AS T1
JOIN spatial_unit AS T2 ON T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.country = 'True' AND T1.year = 2020 AND T1.population_type = 'Permanent resident population' AND T1.place_of_birth = 'Switzerland' AND T1.citizenship != 'Citizenship - total';
"," Can you provide a breakdown of the number of people who hold Swiss permanent residency and were born in Switzerland in 2020, categorized by their respective citizenships?
",extra,en
resident_population_birthplace_citizenship_type,"SELECT sum(un.in), sum(un.out) , sum(un.out)/(sum(un.in)+sum(un.out)) AS percentage FROM
(SELECT T1.year,T1.place_of_birth,T1.citizenship, Sum(T1.amount) as in, sum(0) as out  from resident_population_birthplace_citizenship_type AS T1
JOIN spatial_unit AS T2 ON T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.country = 'True' AND T1.year = 2017  AND T1.place_of_birth = 'Switzerland' AND T1.citizenship = 'Citizenship - total'
GROUP BY T1.year,  T1.place_of_birth, T1.citizenship
UNION
SELECT T1.year,T1.place_of_birth,T1.citizenship, sum(0) as in, Sum(T1.amount) as out from resident_population_birthplace_citizenship_type AS T1
JOIN spatial_unit AS T2 ON T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.country = 'True' AND T1.year = 2017  AND T1.place_of_birth = 'Abroad' AND T1.citizenship = 'Citizenship - total'
GROUP BY T1.year, T1.place_of_birth, T1.citizenship
) AS un;
"," What was the percentage of the population in Switerland who were born in a foreign country on 2017?
",unknown,en
resident_population_birthplace_citizenship_type,"SELECT un.in, un.out , un.in/(un.in + un.out) AS percentage FROM
(SELECT T1.year,T1.population_type,T1.place_of_birth,T1.citizenship, T1.amount as in, 0 as out from resident_population_birthplace_citizenship_type AS T1
JOIN spatial_unit AS T2 ON T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.country = 'True' AND T1.year = 2001 AND T1.population_type = 'total' AND T1.place_of_birth = 'Switzerland' AND T1.citizenship = 'Citizenship - total'
UNION
SELECT T1.year,T1.population_type,T1.place_of_birth,T1.citizenship, 0 as in, T1.amount as out from resident_population_birthplace_citizenship_type AS T1
JOIN spatial_unit AS T2 ON T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.country = 'True' AND T1.year = 2001 AND T1.population_type = 'total' AND T1.place_of_birth = 'Abroad' AND T1.citizenship = 'Citizenship - total'
) AS un;
"," In 2021, what percentage of the population in Switzerland consisted of individuals who were born within the country's borders?
",unknown,en
resident_population_birthplace_citizenship_type,"SELECT T1.year,T1.population_type,T1.place_of_birth,T1.citizenship, T1.amount from resident_population_birthplace_citizenship_type AS T1
JOIN spatial_unit AS T2 ON T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.canton = 'True' AND T2.name ilike '%Zug%' AND T1.year = 2020 AND T1.population_type = 'Non permanent resident population' AND T1.place_of_birth = 'Place of birth - total' AND T1.citizenship = 'Citizenship - total';
"," In 2020, what was the number of individuals categorized as non-permanent residents in the Canton of Zug?
",unknown,en
resident_population_birthplace_citizenship_type,"SELECT T1.year, T2.spatialunit_ontology, T2.name, T1.population_type,T1.place_of_birth, T1.amount from resident_population_birthplace_citizenship_type AS T1
JOIN spatial_unit AS T2 ON T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.municipal = 'True'  AND T1.year = 2010 AND T1.population_type = 'Permanent resident population' AND T1.place_of_birth = 'Abroad' AND T1.citizenship = 'Citizenship - total';
"," How many of the people were born abroad in municipality level  had the permanent residenship on 2010?
",extra,en
resident_population_birthplace_citizenship_type,"SELECT T1.year, T1.population_type,T1.place_of_birth, T1.amount from resident_population_birthplace_citizenship_type AS T1
JOIN spatial_unit AS T2 ON T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.country = 'True'  AND T1.year = 2015 AND T1.population_type = 'Non permanent resident population' AND T1.place_of_birth = 'Switzerland' AND T1.citizenship = 'Citizenship - total';
"," How many people who were born in Switzerland  did not possess permanent residency status by 2010?
",extra,en
resident_population_birthplace_citizenship_type,"SELECT T1.year, T2.name, T1.population_type,T1.place_of_birth, T1.citizenship, T1.amount from resident_population_birthplace_citizenship_type AS T1
JOIN spatial_unit AS T2 ON T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.municipal = 'True'  AND T1.year = 2020 AND T1.population_type = 'Non permanent resident population' AND T1.place_of_birth = 'Switzerland' AND T1.citizenship = 'Citizenship - total'
ORDER BY T1.amount DESC
LIMIT 5;
"," Which municipalities had the largest population of people born in Switzerland who did not have permanent residency by 2020? show me top 5.
",extra,en
resident_population_birthplace_citizenship_type,"SELECT T2.name, T1.place_of_birth, T1.citizenship, Sum(T1.amount) from resident_population_birthplace_citizenship_type AS T1
JOIN spatial_unit AS T2 ON T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.canton = 'True' AND T2.name ilike '%Z_rich%'  AND T1.place_of_birth = 'Abroad' AND T1.citizenship ilike '%Brazil%'
GROUP BY T2.name, T1.place_of_birth, T1.citizenship;
"," How many individuals born abroad in canton zurich hold citizenship from Brazil?
",unknown,en
resident_population_birthplace_citizenship_type,"SELECT T1.citizenship, T1.population_type, T1.place_of_birth,  T1.amount from resident_population_birthplace_citizenship_type AS T1
JOIN spatial_unit AS T2 ON T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.canton = 'True' AND T2.name ilike '%Obwalden%' AND T1.year = 2011  AND T1.place_of_birth != 'Place of birth - total' AND T1.citizenship != 'Citizenship - total'
ORDER BY citizenship;"," Can you provide the breakdown of the population by different citizenships, different place of the birth and different residentship in the Canton of Obwaldent in 2011?
",unknown,en
government_expenditure_by_function_cofog,"SELECT T.function_cofog_broad as sector_with_highest_expenses_2020
FROM government_expenditure_by_function_cofog as T
WHERE T.institutional_sector = 'Government' AND year = 2020
GROUP BY T.function_cofog_broad, T.year
ORDER BY SUM(T.expenses_in_million_chf) DESC LIMIT 1;
"," Which division had the highest government spending in 2020?
",unknown,en
government_expenditure_by_function_cofog,"SELECT SUM(T.percentage_of_total_expenses) as percentage_for_total_expenses_for_education
FROM government_expenditure_by_function_cofog as T
WHERE institutional_sector = 'Government'
    AND T.year = 2021
    AND T.function_cofog_broad = 'Education'
GROUP BY T.function_cofog_broad;
"," What percentage of the government budget was spent on education in year 2021?
",unknown,en
government_expenditure_by_function_cofog,"SELECT t1.year, t1.function_cofog_narrow, t1.expenses_in_million_chf
FROM government_expenditure_by_function_cofog AS t1
INNER JOIN (
    SELECT year, SUM(expenses_in_million_chf) AS tot_spending
    FROM government_expenditure_by_function_cofog WHERE LOWER(function_cofog_narrow) LIKE '%religious%' AND institutional_sector = 'Canton'
    GROUP BY year
    ORDER BY tot_spending DESC LIMIT 1
) t2 ON t1.year = t2.year
WHERE LOWER(function_cofog_narrow) LIKE '%religio%' AND t1.institutional_sector = 'Canton';
"," What were the cantons' religion-related expenditures in the year of their peak?
",unknown,en
government_expenditure_by_function_cofog,"SELECT SUM(expenses_in_million_chf) as expenses_in_mio_chf, institutional_sector
FROM government_expenditure_by_function_cofog WHERE year = 2018 AND function_cofog_broad = 'Environmental protection'
GROUP BY institutional_sector
ORDER BY SUM(expenses_in_million_chf) ASC;
"," How much did each institutional sector spend on environmental protection in 2018?
",unknown,en
government_expenditure_by_function_cofog,"SELECT expenses_in_million_chf, function_cofog_narrow
FROM government_expenditure_by_function_cofog WHERE (
    LOWER(function_cofog_narrow) LIKE '%police%'
    OR LOWER(function_cofog_narrow) LIKE '%fire - protection%'
)
    AND year = 2020
    AND institutional_sector = 'Government';
"," How did police funding compare to fire funding in year 2020?
",unknown,en
government_expenditure_by_function_cofog,"SELECT year, SUM(T.percentage_of_total_expenses) as precentage_of_total_expenses_for_communication_by_communes
FROM government_expenditure_by_function_cofog as T
WHERE LOWER(function_cofog_narrow) LIKE '%communication%'
    AND institutional_sector = 'Commune'
    AND year >= 2011
GROUP BY year
ORDER BY year ASC;
"," What percentage of the commune budget that has been allocated to communications since 2011?
",unknown,en
government_expenditure_by_function_cofog,"SELECT function_cofog_narrow, expenses_in_million_chf as cantonal_expenses_in_mio_chf_in_2010_on_education
FROM government_expenditure_by_function_cofog as T
WHERE function_cofog_broad = 'Education'
    AND year = 2020
    AND institutional_sector = 'Canton'
ORDER BY expenses_in_million_chf DESC;
"," What is the distribution of cantonal education spending in year 2010?
",unknown,en
medizinisch_technische_infrastruktur,"SELECT SUM(anzahl_gerate) as anzahl_gerate_in_2013
FROM medizinisch_technische_infrastruktur as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.country = 'TRUE'
  AND jahr = '2013'
  AND T.genutzte_infrastruktur LIKE '%Angiographie%';
"," Wieviele Angiographiegeräte gab es 2013 in der Schweiz?
",unknown,de
medizinisch_technische_infrastruktur,"SELECT s.name_de as kanton,
  ROUND(SUM(T.anzahl_ambulante_untersuchungen) * 100 / SUM(T.anzahl_untersuchungen_total), 2) as prozent_ambulante_untersuchungen
FROM medizinisch_technische_infrastruktur as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
  AND T.jahr = '2021'
  AND T.genutzte_infrastruktur LIKE 'CT%'
  AND T.anzahl_untersuchungen_total != 0
GROUP BY S.name_de
ORDER BY prozent_ambulante_untersuchungen DESC LIMIT 3;
"," Welche drei Kantone haben 2021 den höchsten prozentualen Anteil an ambulanten CT Untersuchungen und wie hoch war er?
",unknown,de
medizinisch_technische_infrastruktur,"SELECT T.genutzte_infrastruktur,
  ROUND(SUM(T.anzahl_ambulante_untersuchungen) * 100 / SUM(T.anzahl_untersuchungen_total), 2) as prozent_ambulante_untersuchungen
FROM medizinisch_technische_infrastruktur as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.country = 'TRUE'
  AND T.anzahl_untersuchungen_total != 0
GROUP BY T.genutzte_infrastruktur
ORDER BY prozent_ambulante_untersuchungen DESC LIMIT 5;
"," Welches fünf medizinische Geräte haben den höchsten prozentualen Anteil an ambulanten Untersuchungen und wie hoch ist er?
",unknown,de
medizinisch_technische_infrastruktur,"SELECT S.name_de as kanton_ohne_ct_scanner_in_2021
FROM medizinisch_technische_infrastruktur as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
  AND T.genutzte_infrastruktur LIKE 'CT%'
  AND T.anzahl_gerate = 0
  AND T.jahr = 2021;
"," Welche Kantone hatten in 2021 noch keinen CT-Scanner?
",unknown,de
medizinisch_technische_infrastruktur,"SELECT S.name_de as kanton_mit_meisten_untersuchungen_pro_geraet,
  ROUND(SUM(T.anzahl_untersuchungen_total) / SUM(T.anzahl_gerate), 0) as untersuchungen_pro_geraet,
  SUM(T.anzahl_gerate) as anzahl_geraete
FROM medizinisch_technische_infrastruktur as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
  AND T.jahr = 2021
  AND T.genutzte_infrastruktur LIKE 'CT%'
  AND T.anzahl_gerate != 0
GROUP BY S.name_de
ORDER BY untersuchungen_pro_geraet DESC LIMIT 5;
"," Welche fünf Kantone machte 2021 den besten Nutzen von seiner CT Scanner mit den meisten Untersuchungen pro CT Scanner und wieviele Untersuchungen gab es pro Gerät und auf wieviele Geräte verteilten sie sich?
",unknown,de
medizinisch_technische_infrastruktur,"SELECT SUM(T.anzahl_gerate) as gerate_anzahl_2020, T.genutzte_infrastruktur
FROM medizinisch_technische_infrastruktur as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.country = 'TRUE'
  AND T.jahr = 2020
GROUP BY T.genutzte_infrastruktur
ORDER BY gerate_anzahl_2020 DESC;
"," Welche medizinischen Geräte zählen in der Schweiz zur medizinischen Infrastruktur und wieviele gab es davon jeweils 2020? Sortiere nach Geräteanzahl.
",unknown,de
medizinisch_technische_infrastruktur,"WITH Untersuchungen2013 AS (
SELECT SUM(T1.anzahl_untersuchungen_total) as anzahl_untersuchungen_gesamt_2013,
  SUM(T1.anzahl_ambulante_untersuchungen) as anzahl_ambulante_untersuchungen_2013,
  SUM(T1.anzahl_stationare_untersuchungen) as anzahl_stationare_untersuchungen_2013,
  SUM(T1.anzahl_gerate) as anzahl_gerate_2013,
  S1.name_de as kanton
    FROM medizinisch_technische_infrastruktur as T1
    JOIN spatial_unit as S1 on T1.spatialunit_uid = S1.spatialunit_uid
    WHERE S1.canton = 'TRUE'
      AND T1.jahr = 2013
    GROUP BY S1.name_de
),
Untersuchungen2021 AS (
    SELECT SUM(T2.anzahl_untersuchungen_total) as anzahl_untersuchungen_gesamt_2021,
      SUM(T2.anzahl_ambulante_untersuchungen) as anzahl_ambulante_untersuchungen_2021,
      SUM(T2.anzahl_stationare_untersuchungen) as anzahl_stationare_untersuchungen_2021,
      SUM(T2.anzahl_gerate) as anzahl_gerate_2021,
      S2.name_de as kanton2021
    FROM medizinisch_technische_infrastruktur as T2
    JOIN spatial_unit as S2 on T2.spatialunit_uid = S2.spatialunit_uid
    WHERE S2.canton = 'TRUE'
      AND T2.jahr = 2021
    GROUP BY S2.name_de
)
SELECT
    U2013.kanton,
    U2021.anzahl_untersuchungen_gesamt_2021 - U2013.anzahl_untersuchungen_gesamt_2013 AS zuwachs_untersuchungen_gesamt,
    U2021.anzahl_ambulante_untersuchungen_2021 - U2013.anzahl_ambulante_untersuchungen_2013 AS zuwachs_ambulante_untersuchungen,
    U2021.anzahl_stationare_untersuchungen_2021 - U2013.anzahl_stationare_untersuchungen_2013 AS zuwachs_statinonäre_untersuchungen,
    U2021.anzahl_gerate_2021 - U2013.anzahl_gerate_2013 AS zuwachs_geraete
FROM Untersuchungen2013 AS U2013
JOIN Untersuchungen2021 AS U2021 ON U2013.kanton = U2021.kanton2021
ORDER BY zuwachs_untersuchungen_gesamt DESC
LIMIT 3;
"," Welchem drei Kantone hatte den grössten Zuwachs und Untersuchungen mit medizinischen Geräten zwischen 2013 and 2021 und wieviel hoch war der Zuwachs verteilt auf ambulante und stationäre Untersuchungen und Geräte?
",unknown,de
volksabstimmung_nach_kanton_seit_1861,"SELECT T.jahr as jahr_mit_den_meisten_volksabstimmungen, COUNT(*) as anzahl_volksabstimmungen
FROM volksabstimmung_nach_kanton_seit_1861 as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de = 'Schweiz' AND S.country = 'TRUE'
GROUP BY T.jahr
ORDER BY anzahl_volksabstimmungen DESC LIMIT 1;
"," Welches Jahr hatte die meisten Volksabstimmungen und wieviele Volksabstimmungen gab es da?
",unknown,de
volksabstimmung_nach_kanton_seit_1861,"SELECT T.vorlage, T.jahr, T.beteiligung_in_prozent, T.ja_in_prozent
FROM volksabstimmung_nach_kanton_seit_1861 as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de = 'Schweiz' AND S.country = 'TRUE'
AND LOWER(T.vorlage) LIKE '%klima%';
"," Welche Vorlagen hatten mit dem Klima zu tun, wann fanden sie statt, wie waren Beteiligung und Ergebnis?
",unknown,de
volksabstimmung_nach_kanton_seit_1861,"SELECT
  ROUND((100 * COUNT(CASE WHEN T.ja_in_prozent > 50 THEN 1 ELSE NULL END)) /
  COUNT(*), 2) AS prozent_angenommene_vorlagen,
  ROUND((100 * COUNT(CASE WHEN T.ja_in_prozent <= 50 THEN 1 ELSE NULL END)) /
  COUNT(*), 2) AS prozent_zurueckgewiesene_vorlagen
FROM volksabstimmung_nach_kanton_seit_1861 AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de = 'Schweiz' AND S.country = 'TRUE';
"," Wieviel Prozent der Vorlagen wurden angenommen und wieviel Prozent wurden zurückgewiesen?
",unknown,de
