db_id,question,query,generated_query,res_gt,res_pred,hard_label,soft_label,partial_label,hardness,lang,process_time
resident_population_birthplace_citizenship_type,How many individuals in each canton of Switzerland were born abroad and hold Swiss citizenship?,"SELECT T2.name, T1.place_of_birth, T1.citizenship, Sum(T1.amount) from resident_population_birthplace_citizenship_type AS T1
JOIN spatial_unit AS T2 ON T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.canton = 'True'   AND T1.place_of_birth = 'Abroad' AND T1.citizenship ilike '%Switzerland%'
GROUP BY T2.name, T1.place_of_birth, T1.citizenship;","SELECT s.name, COUNT(*) AS count
FROM experiment.resident_population_birthplace_citizenship_type r
JOIN experiment.spatial_unit s ON r.spatialunit_uid = s.spatialunit_uid
WHERE r.population_type = 'Permanent resident population'
AND r.place_of_birth = 'Abroad'
AND r.citizenship = 'Switzerland'
AND s.canton = true
GROUP BY s.name;","[('Canton Aargau', 'Abroad', 'Switzerland', 635559), ('Canton Geneva', 'Abroad', 'Switzerland', 936056), ('Canton Graubünden', 'Abroad', 'Switzerland', 155446), ('Canton Jura', 'Abroad', 'Switzerland', 61754), ('Canton Neuchâtel', 'Abroad', 'Switzerland', 229842), ('Canton Thurgau', 'Abroad', 'Switzerland', 237669), ('Canton Ticino', 'Abroad', 'Switzerland', 522202), ('Canton Valais', 'Abroad', 'Switzerland', 286029), ('Canton Vaud', 'Abroad', 'Switzerland', 1042206), ('Canton of Appenzell Ausserrhoden', 'Abroad', 'Switzerland', 44709)]","[('Canton Aargau', 12), ('Canton Geneva', 12), ('Canton Graubünden', 12), ('Canton Jura', 12), ('Canton Neuchâtel', 12), ('Canton Thurgau', 12), ('Canton Ticino', 12), ('Canton Valais', 12), ('Canton Vaud', 12), ('Canton of Appenzell Ausserrhoden', 12)]",False,False,False,unknown,en,7.146800777176395
resident_population_birthplace_citizenship_type,How many of Swiss residenc were born within the country and had Iranian Citizenship on 2018?,"SELECT T1.year, T1.population_type, T1.place_of_birth, T1.citizenship, T1.amount from resident_population_birthplace_citizenship_type AS T1
JOIN spatial_unit AS T2 ON T1.spatialunit_uid = T2.spatialunit_uid
WHERE T2.country = 'True'  AND T1.year = 2018 AND T1.place_of_birth = 'Switzerland' AND T1.citizenship ilike '%iran%';","SELECT COUNT(*) 
FROM experiment.resident_population_birthplace_citizenship_type AS r
JOIN experiment.spatial_unit AS s ON r.spatialunit_uid = s.spatialunit_uid
WHERE r.year = 2018
AND r.place_of_birth = 'Switzerland'
AND r.citizenship = 'Iran'","[(2018, 'Non permanent resident population', 'Switzerland', 'Iran', 6), (2018, 'Permanent resident population', 'Switzerland', 'Iran', 444)]","[(4648,)]",False,False,False,hard,en,5.574927415931597
resident_population_birthplace_citizenship_type,How many vehicles do we have in canton zurich in 2020?,"SELECT S.name, sum(T.amount) as amount from stock_vehicles as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name ilike '%Zurich%'  and T.year = 2020 and S.canton = 'True'
GROUP BY S.name;","SELECT SUM(amount) AS total_vehicles
FROM experiment.resident_population_birthplace_citizenship_type AS rp
JOIN experiment.spatial_unit AS su ON rp.spatialunit_uid = su.spatialunit_uid
WHERE su.name = 'Zurich' AND rp.year = 2020","[('Canton of Zurich', 2038628)]","[(None,)]",False,False,False,extra,en,8.4754915649537
government_expenditure_by_function_cofog,What proportion of the Swiss budget will be spent on health in 2010 and 2020?,"SELECT year, SUM(percentage_of_total_expenses) as precentage_of_total_expenses_for_health
FROM government_expenditure_by_function_cofog WHERE function_cofog_broad = 'Health'
    AND institutional_sector = 'Government'
    AND year <= 2020
    AND year >= 2010
GROUP BY year
ORDER BY year ASC;","SELECT year, SUM(percentage_of_total_expenses) AS proportion_of_budget
FROM experiment.government_expenditure_by_function_cofog
WHERE function_cofog_narrow = 'Health'
AND year IN (2010, 2020)
GROUP BY year","[(2010, Decimal('5.70000000000000040')), (2011, Decimal('5.89999999999999968')), (2012, Decimal('6.30000000000000038')), (2013, Decimal('6.30000000000000038')), (2014, Decimal('6.40000000000000002')), (2015, Decimal('6.30000000000000002')), (2016, Decimal('6.40000000000000002')), (2017, Decimal('6.40000000000000036')), (2018, Decimal('6.49999999999999961')), (2019, Decimal('6.60000000000000015'))]",[],False,False,False,hard,en,7.246200679102912
government_expenditure_by_function_cofog,What were the 3 largest sectors for spending of the confederation in year 2021 and how much were they?,"SELECT SUM(T.expenses_in_million_chf) as expenses_in_mio_chf,
  T.function_cofog_narrow as section_with_the_highest_expenses_2020
FROM government_expenditure_by_function_cofog as T
WHERE institutional_sector = 'Confederation' AND year = 2020
GROUP BY T.function_cofog_narrow, T.year, T.institutional_sector
ORDER BY SUM(expenses_in_million_chf) DESC LIMIT 3;","SELECT function_cofog_broad, expenses_in_million_chf
FROM experiment.government_expenditure_by_function_cofog
WHERE year = 2021 AND institutional_sector = 'Confederation'
ORDER BY expenses_in_million_chf DESC
LIMIT 3;","[(Decimal('13033'), 'Unemployment'), (Decimal('12887'), 'Old age'), (Decimal('10230'), 'Transport')]","[('Social protection', Decimal('13183')), ('Economic affairs', Decimal('10195')), ('General public services', Decimal('9431'))]",False,False,False,unknown,en,5.141819659154862
government_expenditure_by_function_cofog,What proportion of the Swiss budget is invested in public safety each year?,"SELECT year, SUM(T.percentage_of_total_expenses) as percentage_of_total_expenses_for_safety
FROM government_expenditure_by_function_cofog AS T
WHERE LOWER(function_cofog_broad) LIKE '%public%safety%'
    AND institutional_sector = 'Government'
GROUP BY year
ORDER BY year ASC;","SELECT year, SUM(percentage_of_total_expenses) AS proportion_invested
FROM experiment.government_expenditure_by_function_cofog
WHERE function_cofog_broad = 'Public order and safety'
GROUP BY year","[(1995, Decimal('4.49999999999999989')), (1996, Decimal('4.40000000000000002')), (1997, Decimal('4.30000000000000004')), (1998, Decimal('4.50000000000000010')), (1999, Decimal('4.19999999999999996')), (2000, Decimal('4.09999999999999993')), (2001, Decimal('4.50000000000000011')), (2002, Decimal('4.29999999999999999')), (2003, Decimal('4.70000000000000006')), (2004, Decimal('4.60000000000000003'))]","[(2017, Decimal('20.79999999999999980')), (2016, Decimal('20.59999999999999995')), (1999, Decimal('18.30000000000000022')), (2012, Decimal('20.10000000000000018')), (2009, Decimal('19.99999999999999998')), (2018, Decimal('20.90000000000000022')), (2005, Decimal('19.39999999999999968')), (1995, Decimal('19.20000000000000040')), (2013, Decimal('19.80000000000000029')), (2021, Decimal('19.39999999999999936'))]",False,False,False,unknown,en,4.197259033098817
medizinisch_technische_infrastruktur,Welches drei medizinischen Geräte hatten den meisten Zuwachs zwischen 2013 und 2021 in der Schweiz und wieviele Neuanschaffungen gab es jeweils?,"SELECT T.genutzte_infrastruktur,
    SUM(CASE WHEN T.jahr = 2021 THEN T.anzahl_gerate ELSE - T.anzahl_gerate END) AS zuwachs_an_geraeten
FROM medizinisch_technische_infrastruktur as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.country
    AND T.jahr IN (2013, 2021)
GROUP BY T.genutzte_infrastruktur
ORDER BY zuwachs_an_geraeten DESC
LIMIT 3;","SELECT genutzte_infrastruktur, SUM(anzahl_gerate) AS neuanschaffungen
FROM experiment.medizinisch_technische_infrastruktur mti
JOIN experiment.spatial_unit su ON mti.spatialunit_uid = su.spatialunit_uid
WHERE su.country = true
AND jahr >= 2013 AND jahr <= 2021
GROUP BY genutzte_infrastruktur
ORDER BY neuanschaffungen DESC
LIMIT 3;","[('Dialysegeräte', Decimal('189')), ('MRI', Decimal('62')), ('CT Scanner', Decimal('34'))]","[('Dialysegeräte', Decimal('11037')), ('CT Scanner', Decimal('1902')), ('MRI', Decimal('1769'))]",False,False,False,unknown,de,13.728862185031176
medizinisch_technische_infrastruktur,Welches war das medizinische Gerät 2021 in der Schweiz mit den meisten Untersuchungen und wieviele Untersuchungen gab es damit?,"SELECT T.genutzte_infrastruktur as meistgenutztes_geraet_2021,
  SUM(anzahl_untersuchungen_total) as anzahl_untersuchungen
FROM medizinisch_technische_infrastruktur as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.country = 'TRUE'
  AND jahr = '2021'
GROUP BY T.genutzte_infrastruktur
ORDER BY anzahl_untersuchungen DESC LIMIT 1;","SELECT genutzte_infrastruktur, anzahl_untersuchungen_total
FROM experiment.medizinisch_technische_infrastruktur
JOIN experiment.spatial_unit ON experiment.medizinisch_technische_infrastruktur.spatialunit_uid = experiment.spatial_unit.spatialunit_uid
WHERE jahr = 2021 AND country = true
ORDER BY anzahl_untersuchungen_total DESC
LIMIT 1;","[('CT Scanner', Decimal('1178655'))]","[('CT Scanner', Decimal('1178655'))]",True,True,True,extra,de,15.21322613186203
medizinisch_technische_infrastruktur,Welche fünf Kantone hatte 2021 die grösste medizinische Infrastruktur mit den meisten Geräten und wieviele Geräte waren es?,"SELECT S.name_de as kanton_mit_groesster_medizinischer_infrastruktur, SUM(T.anzahl_gerate) as anzahl_geraete
FROM medizinisch_technische_infrastruktur as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
  AND T.jahr = 2021
GROUP BY S.name_de
ORDER BY anzahl_geraete DESC LIMIT 5;","SELECT 
    s.name AS kanton,
    m.anzahl_gerate AS anzahl_gerate
FROM 
    experiment.medizinisch_technische_infrastruktur AS m
    INNER JOIN experiment.spatial_unit AS s ON m.spatialunit_uid = s.spatialunit_uid
WHERE 
    m.jahr = 2021
ORDER BY 
    m.anzahl_gerate DESC
LIMIT 5;","[('Kanton Zürich', Decimal('327')), ('Kanton Bern', Decimal('297')), ('Kanton Waadt', Decimal('233')), ('Kanton Aargau', Decimal('179')), ('Kanton Tessin', Decimal('139'))]","[('Switzerland', Decimal('1330')), ('Switzerland', Decimal('228')), ('Switzerland', Decimal('224')), ('Canton of Zurich', Decimal('185')), ('Canton of Bern', Decimal('183'))]",False,False,False,extra,de,11.77476912806742
volksabstimmung_nach_kanton_seit_1861,Welcher Vorlage in welchem Jahr hatte die meisten Nein Stimmen und bei welcher Wahlbeteiligung und wievielen Ja Stimmen in Prozent?,"SELECT T.vorlage, T.jahr, T.anzahl_nein_stimmen AS hoechste_anzahl_nein_stimmen, T.beteiligung_in_prozent, T.ja_in_prozent
FROM volksabstimmung_nach_kanton_seit_1861 AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.country = 'TRUE'
ORDER BY hoechste_anzahl_nein_stimmen DESC LIMIT 1;","SELECT vorlage, jahr, anzahl_nein_stimmen, beteiligung_in_prozent, ja_in_prozent
FROM experiment.volksabstimmung_nach_kanton_seit_1861
WHERE anzahl_nein_stimmen = (SELECT MAX(anzahl_nein_stimmen) FROM experiment.volksabstimmung_nach_kanton_seit_1861)","[(' Volksinitiative «Bestimmung der Bundesrichterinnen und Bundesrichter im Losverfahren» (Justiz-Initiative)', 2021, Decimal('2335148'), Decimal('64.6800000000000068'), Decimal('31.92000000000000171'))]","[(' Volksinitiative «Bestimmung der Bundesrichterinnen und Bundesrichter im Losverfahren» (Justiz-Initiative)', 2021, Decimal('2335148'), Decimal('64.6800000000000068'), Decimal('31.92000000000000171'))]",True,True,True,extra,de,8.228893588064238
volksabstimmung_nach_kanton_seit_1861,"Welches waren die drei Volksabstimmung mit der höchsten Beteiligung, wann fanden sie statt und wie hoch war die Beteiligung in Prozent?","SELECT T.jahr, MAX(T.beteiligung_in_prozent) AS hoechste_beteiligung_in_prozent, T.vorlage
FROM volksabstimmung_nach_kanton_seit_1861 as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de = 'Schweiz' AND S.country = 'TRUE'
AND T.beteiligung_in_prozent IS NOT NULL
GROUP BY T.jahr, T.vorlage
ORDER BY hoechste_beteiligung_in_prozent DESC
LIMIT 3;","SELECT vorlage, jahr, beteiligung_in_prozent
FROM experiment.volksabstimmung_nach_kanton_seit_1861
ORDER BY beteiligung_in_prozent DESC
LIMIT 3;","[(1922, Decimal('86.2600000000000051'), 'Volksinitiative «für die Einmalige Vermögensabgabe»'), (1935, Decimal('84.3499999999999943'), 'Volksinitiative «zur Bekämpfung der Wirtschaftskrise»'), (1933, Decimal('80.5100000000000051'), 'Bundesgesetz über die vorübergehende Herabsetzung der Besoldungen, Gehälter und Löhne der im Dienste des Bundes stehenden Personen')]","[('Bundesbeschluss betreffend den Ankauf der schweizerischen Centralbahn', 1891, None), ('Bundesgesetz betreffend den schweizerischen Zolltarif', 1891, None), ('Bundesbeschluss betreffend Revision von Art. 39 der Bundesverfassung', 1891, None)]",False,False,False,unknown,de,4.655217465944588
volksabstimmung_nach_kanton_seit_1861,"Welches ist aktuellest Vorlage die schweizweit angenommen wurde, aber bei der in der Mehrheit der Kanton dagegen gestimmt wurde? Zeige auch wieviel Prozent Ja Stimmen sie Schweiz weit bekam.","SELECT T.vorlage,
  MAX(CASE WHEN T.ja_in_prozent > 50 AND S.country = 'TRUE' THEN T.ja_in_prozent ELSE NULL END) AS angenommen_gesamt,
  COUNT(CASE WHEN T.ja_in_prozent > 50 AND S.canton = 'TRUE' THEN 1 ELSE NULL END) AS angenommen_in,
  COUNT(CASE WHEN T.ja_in_prozent <= 50 AND S.canton = 'TRUE' THEN 1 ELSE NULL END) AS abgelehnt_in
FROM volksabstimmung_nach_kanton_seit_1861 AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
GROUP BY T.vorlage, T.jahr
HAVING MAX(CASE WHEN T.ja_in_prozent > 50 AND S.country = 'TRUE' THEN T.ja_in_prozent ELSE NULL END) IS NOT NULL
   AND COUNT(CASE WHEN T.ja_in_prozent <= 50 AND S.canton = 'TRUE' THEN 1 ELSE NULL END) > COUNT(CASE WHEN T.ja_in_prozent > 50 AND S.canton = 'TRUE' THEN 1 ELSE NULL END)
ORDER BY T.jahr DESC LIMIT 1;","SELECT 
    v.vorlage,
    v.ja_in_prozent
FROM 
    experiment.volksabstimmung_nach_kanton_seit_1861 v
WHERE 
    v.ja_in_prozent > 50
    AND NOT EXISTS (
        SELECT 
            *
        FROM 
            experiment.volksabstimmung_nach_kanton_seit_1861 v2
        WHERE 
            v2.vorlage = v.vorlage
            AND v2.ja_in_prozent > 50
            AND v2.ja_in_prozent < v.ja_in_prozent
    )","[('Volksinitiative «Für verantwortungsvolle Unternehmen - zum Schutz von Mensch und Umwelt»', Decimal('50.72999999999999687'), 9, 17)]","[('Volksinitiative «Für verantwortungsvolle Unternehmen - zum Schutz von Mensch und Umwelt»', Decimal('50.72999999999999687')), ('Bundesbeschluss über die Beschaffung neuer Kampfflugzeuge', Decimal('50.13000000000000256')), ('Bundesgesetz über Radio und Fernsehen', Decimal('50.07999999999999829')), ('Volksinitiative «Gegen Masseneinwanderung»', Decimal('50.32999999999999829')), ('Bundesgesetz über die obligatorische Arbeitslosenversicherung und die Insolvenzentschädigung', Decimal('53.42000000000000171')), ('Bundesbeschluss über die Genehmigung und Umsetzung des Notenaustauschs zwischen der Schweiz und der EU betreffend die Übernahme der Verordnung über biometrische Pässe', Decimal('50.14999999999999858')), ('Arbeitsgesetz (Ladenöffnungszeiten in Zentren des öffentlichen Verkehrs)', Decimal('50.56000000000000227')), ('Bundesgesetz über den Strassenverkehr (Gurten- und Schutzhelmobligatorium)', Decimal('51.54999999999999716')), ('Bundesbeschluss über die Änderung der Bundesverfassung betreffend das Bildungswesen', Decimal('52.75000000000000000')), ('Volksinitiative «zum Schutz der Mieter und Konsumenten» (Weiterführung der Preiskontrolle)', Decimal('50.74000000000000199'))]",False,False,False,unknown,de,16.909736543893814
basel_land_endverbrauch_von_ektrizitat_nach_gemeinde_und_jahr,Zeigen Sie mir den Gesamtstromverbrauch der Gemeinden in Basel-Landschaft im Jahr 2000 gegenüber 2020.,"SELECT T.jahr , SUM(T.endverbrauch_elektrizitaet_mwh) as gesamt_endverbrauch_elektrizitaet_mwh_2020
FROM basel_land_endverbrauch_von_ektrizitat_nach_gemeinde_und_jahr as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr IN (2000, 2020)
GROUP BY T.jahr
ORDER BY gesamt_endverbrauch_elektrizitaet_mwh_2020 DESC;","SELECT 
    SUM(CASE WHEN jahr = 2000 THEN endverbrauch_elektrizitaet_mwh ELSE 0 END) AS verbrauch_2000,
    SUM(CASE WHEN jahr = 2020 THEN endverbrauch_elektrizitaet_mwh ELSE 0 END) AS verbrauch_2020
FROM 
    experiment.basel_land_endverbrauch_von_ektrizitat_nach_gemeinde_und_jahr AS e
JOIN 
    experiment.spatial_unit AS s ON e.spatialunit_uid = s.spatialunit_uid
WHERE 
    s.canton = true
    AND s.valid_from <= '2000-01-01'
    AND (s.valid_until IS NULL OR s.valid_until >= '2020-12-31')","[(2020, Decimal('1881165.79999999999505')), (2000, Decimal('1874650.00000000000000'))]","[(None, None)]",False,False,False,extra,de,14.908038380090147
basel_land_endverbrauch_von_ektrizitat_nach_gemeinde_und_jahr,Welche der Gemeinden Bottmingen und Birsfelden in Basel-Landschaft hatte 2018 den höchsten Stromverbrauch?,"SELECT S.name AS gemeinde, T.endverbrauch_elektrizitaet_mwh as endverbrauch_elektrizitaet_mwh_2018
FROM basel_land_endverbrauch_von_ektrizitat_nach_gemeinde_und_jahr as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2018
    AND S.name IN ('Blauen', 'Blauen (BL)', 'Birsfelden', 'Birsfelden (BL)')
ORDER BY T.endverbrauch_elektrizitaet_mwh DESC;","SELECT spatialunit_uid, endverbrauch_elektrizitaet_mwh
FROM experiment.basel_land_endverbrauch_von_ektrizitat_nach_gemeinde_und_jahr
WHERE jahr = 2018 AND spatialunit_uid IN ('Bottmingen', 'Birsfelden')
ORDER BY endverbrauch_elektrizitaet_mwh DESC
LIMIT 1;","[('Birsfelden', Decimal('53562.80000000000291')), ('Blauen', Decimal('2663.59999999999991'))]",[],False,False,False,unknown,de,7.507153198122978
basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde,Wie viele Reformierte gab es im Kanton Basel-Landschaft in 2022?,"SELECT SUM(T.anzahl_evangelisch_reformiert)
FROM basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2022;","SELECT anzahl_evangelisch_reformiert
FROM experiment.basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde
WHERE jahr = 2022","[(Decimal('77559'),)]","[(Decimal('1790'),), (Decimal('76'),), (Decimal('3594'),), (Decimal('235'),), (Decimal('2003'),), (Decimal('125'),), (Decimal('1136'),), (Decimal('45'),), (Decimal('3152'),), (Decimal('189'),)]",False,False,False,medium,de,5.622120070969686
basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde,"Zwischen den Gemeinden Arlesheim und Birsfelden im Kanton Basel-Landschaft, welche hatte 2003 einen höheren Anteil an Protestanten?","SELECT S.name AS gemeinde, CAST(SUM(T.anzahl_evangelisch_reformiert) AS FLOAT) / SUM(T.gesamt_anzahl_personen) as proportion_protestants_2003
FROM basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name IN ('Ettingen', 'Ettingen (BL)', 'Birsfelden', 'Birsfelden (BL)')
    AND T.jahr = 2003
GROUP BY S.name
ORDER BY proportion_protestants_2003 DESC;","SELECT 
    b1.spatialunit_uid AS gemeinde_arlesheim,
    b2.spatialunit_uid AS gemeinde_birsfelden
FROM 
    experiment.basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde b1
JOIN 
    experiment.basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde b2 ON b1.spatialunit_uid = b2.spatialunit_uid
JOIN 
    experiment.spatial_unit s1 ON b1.spatialunit_uid = s1.spatialunit_uid
JOIN 
    experiment.spatial_unit s2 ON b2.spatialunit_uid = s2.spatialunit_uid
WHERE 
    s1.name = 'Arlesheim' AND s2.name = 'Birsfelden' AND b1.jahr = 2003 AND b2.jahr = 2003
    AND b1.anzahl_evangelisch_reformiert > b2.anzahl_evangelisch_reformiert","[('Ettingen', 0.31630368410339915), ('Birsfelden', 0.29276252639662126)]",[],False,False,False,unknown,de,16.116870816098526
basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde,Wie hoch war der Anteil der römisch-katholischen Personen an der ausländischen Bevölkerung des Kantons Basel-Landschaft im Jahr 2021?,"SELECT SUM(CAST(T.anzahl_romisch_katholisch AS FLOAT)) / SUM(T.gesamt_anzahl_personen) AS proportion_foreign_romisch_katholisch_basel_land_2021
FROM basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2021
    AND T.nationalitat = 'Ausland';","SELECT (anzahl_romisch_katholisch / gesamt_anzahl_personen) * 100 AS Anteil_Römisch_Katholisch
FROM experiment.basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde
WHERE jahr = 2021
AND nationalitat = 'Ausland'","[(0.2230896283015938,)]","[(Decimal('25.88741484403011832200'),), (Decimal('18.69173645125612261000'),), (Decimal('22.67598065556152606100'),), (Decimal('19.09722222222222222200'),), (Decimal('15.39838854073410922100'),), (Decimal('19.06906906906906906900'),), (Decimal('15.73208722741433021800'),), (Decimal('25.93283582089552238800'),), (Decimal('20.12887388769561215100'),), (Decimal('23.79163536188329576800'),)]",False,False,False,unknown,de,6.341418134048581
basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde,Welches waren im Jahr 2022 die 3 Gemeinden mit dem höchsten Ausländeranteil im Kanton Basel-Landschaft?,"SELECT S.name AS gemeinde, SUM(CASE WHEN T.nationalitat = 'Ausland' THEN T.gesamt_anzahl_personen ELSE 0 END) / CAST(SUM(T.gesamt_anzahl_personen) AS FLOAT) AS proportion_foreign_residents
FROM basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2022
GROUP BY S.name
ORDER BY proportion_foreign_residents DESC
LIMIT 3;","SELECT 
    b.spatialunit_uid,
    b.name,
    b.name_de,
    b.name_fr,
    b.name_it,
    b.spatialunit_current_id,
    b.spatialunit_ontology,
    b.country,
    b.canton,
    b.district,
    b.municipal,
    b.residence_area,
    b.neighborhood,
    b.region,
    b.zone,
    b.spatialunit_hist_id,
    b.canton_hist_id,
    b.district_hist_id,
    b.valid_from,
    b.valid_until,
    a.nationalitat,
    a.gesamt_anzahl_personen,
    a.anzahl_evangelisch_reformiert,
    a.anzahl_romisch_katholisch,
    a.anzahl_christkatholisch,
    a.anzahl_unbekannt_konfession
FROM 
    experiment.basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde AS a
JOIN 
    experiment.spatial_unit AS b ON a.spatialunit_uid = b.spatialunit_uid
WHERE 
    a.jahr = 2022
    AND a.nationalitat = 'Ausland'
    AND b.canton = true
ORDER BY 
    a.gesamt_anzahl_personen DESC
LIMIT 3;","[('Pratteln', 0.42205459770114945), ('Frenkendorf', 0.3529768216936828), ('Birsfelden', 0.33137801711703047)]",[],False,False,False,unknown,de,22.638080583885312
basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr,In welchem Jahr wurde die meiste Wohnfläche im Kanton Basel-Landschaft gekauft?,"SELECT T.jahr
FROM basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr AS T
GROUP BY T.jahr
ORDER BY SUM(T.flache_in_m2) DESC
LIMIT 1;","SELECT jahr
FROM experiment.basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr
WHERE spatialunit_uid LIKE '28%'
GROUP BY jahr
ORDER BY SUM(flache_in_m2) DESC
LIMIT 1;","[(1999,)]","[(1979,)]",False,False,False,hard,de,5.322908352827653
basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr,"Zeigen Sie mir den Preis für Wohnbauland in Basel-Landschaft, dessen Name mit A beginnt, im Jahr 2012.","SELECT S.name, T.quadratmeterpreis_chf
FROM basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE T.jahr = 2008
    AND S.name LIKE 'A%'
LIMIT 10;","SELECT quadratmeterpreis_chf
FROM experiment.basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr AS b
JOIN experiment.spatial_unit AS s ON b.spatialunit_uid = s.spatialunit_uid
WHERE s.name_de LIKE 'A%'
AND b.jahr = 2012;","[('Aesch (BL)', Decimal('678')), ('Arboldswil', Decimal('333'))]","[(Decimal('1170'),), (Decimal('1287'),), (Decimal('1388'),)]",False,False,False,extra,de,9.641426190035418
basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr,Wie viel kostete ein Quadratmeter Wohnbauland in den fünf teuersten Gemeinden von Basel-Landschaft im Jahr 2005?,"SELECT S.name AS gemeinde, T.quadratmeterpreis_chf
FROM basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2005
ORDER BY T.quadratmeterpreis_chf DESC
LIMIT 5;","SELECT quadratmeterpreis_chf
FROM experiment.basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr
WHERE jahr = 2005
AND spatialunit_uid IN (
    SELECT spatialunit_uid
    FROM experiment.spatial_unit
    WHERE canton = true
    ORDER BY quadratmeterpreis_chf DESC
    LIMIT 5
)","[('Binningen', Decimal('1264')), ('Arlesheim', Decimal('1045')), ('Oberwil (BL)', Decimal('983')), ('Therwil', Decimal('923')), ('Biel-Benken', Decimal('891'))]",[],False,False,False,extra,de,11.286426385864615
basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr,"Wie viel Wohnbauland wurde zwischen 2010 und 2012 in Pratteln, BL, gekauft?","SELECT SUM(T.flache_in_m2) as gesamt_flache_in_m2
FROM basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.name IN ('Pratteln', 'Pratteln (BL)')
    AND T.jahr >= 2010
    AND T.jahr <= 2012;","SELECT SUM(flache_in_m2) AS total_land_bought
FROM experiment.basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr AS b
JOIN experiment.spatial_unit AS s ON b.spatialunit_uid = s.spatialunit_uid
WHERE s.name = 'Pratteln' AND s.canton = true AND b.jahr BETWEEN 2010 AND 2012","[(Decimal('9900'),)]","[(None,)]",False,False,False,unknown,de,11.757407983997837
