db_id,question,query,generated_query,hardness,lang,process_time,Max_Score,Avg_Score
basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde,Welches waren im Jahr 2022 die 3 Gemeinden mit dem höchsten Ausländeranteil im Kanton Basel-Landschaft?,"SELECT S.name AS gemeinde, SUM(CASE WHEN T.nationalitat = 'Ausland' THEN T.gesamt_anzahl_personen ELSE 0 END) / CAST(SUM(T.gesamt_anzahl_personen) AS FLOAT) AS proportion_foreign_residents
FROM basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2022
GROUP BY S.name
ORDER BY proportion_foreign_residents DESC
LIMIT 3;","SELECT 
    b.spatialunit_uid,
    b.name,
    b.name_de,
    b.name_fr,
    b.name_it,
    b.gesamt_anzahl_personen,
    b.nationalitat,
    (b.gesamt_anzahl_personen - b.anzahl_evangelisch_reformiert - b.anzahl_romisch_katholisch - b.anzahl_christkatholisch - b.anzahl_unbekannt_konfession) / b.gesamt_anzahl_personen AS auslanderanteil
FROM 
    experiment.basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde AS b
JOIN 
    experiment.spatial_unit AS s ON b.spatialunit_uid = s.spatialunit_uid
WHERE 
    b.jahr = 2022
    AND s.canton = true
    AND s.name_de = 'Basel-Landschaft'
    AND b.nationalitat = 'Ausland'
ORDER BY 
    auslanderanteil DESC
LIMIT 3;",unknown,de,17.550737741868943,0,0
basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr,In welchem Jahr wurde die meiste Wohnfläche im Kanton Basel-Landschaft gekauft?,"SELECT T.jahr
FROM basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr AS T
GROUP BY T.jahr
ORDER BY SUM(T.flache_in_m2) DESC
LIMIT 1;","SELECT jahr, SUM(flache_in_m2) AS gesamtflache
FROM experiment.basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr
JOIN experiment.spatial_unit ON basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr.spatialunit_uid = spatial_unit.spatialunit_uid
WHERE spatial_unit.canton = true AND spatial_unit.name = 'Basel-Landschaft'
GROUP BY jahr
ORDER BY gesamtflache DESC
LIMIT 1;",hard,de,14.108975519891828,0,0
basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr,"Zeigen Sie mir den Preis für Wohnbauland in Basel-Landschaft, dessen Name mit A beginnt, im Jahr 2012.","SELECT S.name, T.quadratmeterpreis_chf
FROM basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE T.jahr = 2008
    AND S.name LIKE 'A%'
LIMIT 10;","SELECT b.quadratmeterpreis_chf
FROM experiment.basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr AS b
JOIN experiment.spatial_unit AS s ON b.spatialunit_uid = s.spatialunit_uid
WHERE s.name_de LIKE 'A%'
AND b.jahr = 2012",extra,de,5.826220282819122,0,0
basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr,Wie viel kostete ein Quadratmeter Wohnbauland in den fünf teuersten Gemeinden von Basel-Landschaft im Jahr 2005?,"SELECT S.name AS gemeinde, T.quadratmeterpreis_chf
FROM basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2005
ORDER BY T.quadratmeterpreis_chf DESC
LIMIT 5;","SELECT quadratmeterpreis_chf
FROM experiment.basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr
WHERE jahr = 2005
AND spatialunit_uid IN (
    SELECT spatialunit_uid
    FROM experiment.spatial_unit
    WHERE canton = true
    ORDER BY quadratmeterpreis_chf DESC
    LIMIT 5
)",unknown,de,10.678025410044938,0,0
basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr,"Wie viel Wohnbauland wurde zwischen 2010 und 2012 in Pratteln, BL, gekauft?","SELECT SUM(T.flache_in_m2) as gesamt_flache_in_m2
FROM basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.name IN ('Pratteln', 'Pratteln (BL)')
    AND T.jahr >= 2010
    AND T.jahr <= 2012;","SELECT SUM(flache_in_m2) AS total_land_purchased
FROM experiment.basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr AS b
JOIN experiment.spatial_unit AS s ON b.spatialunit_uid = s.spatialunit_uid
WHERE s.name = 'Pratteln' AND s.canton = true AND b.jahr BETWEEN 2010 AND 2012",unknown,de,10.162151718977839,0,0
aargau_privatverkehr_bestand_nach_fahrzeugarten,Wie viele landwirtschaftliche Fahrzeuge gab es im Kanton Aargau im Jahr 2010?,"SELECT anzahl_landwirtschaftliche_motorfahrzeuge
FROM aargau_privatverkehr_bestand_nach_fahrzeugarten AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name = 'Canton Aargau'
    AND T.jahr = 2010;","SELECT anzahl_landwirtschaftliche_motorfahrzeuge
FROM experiment.aargau_privatverkehr_bestand_nach_fahrzeugarten
WHERE jahr = 2010;",medium,de,6.029603716917336,0,0
aargau_privatverkehr_bestand_nach_fahrzeugarten,Wie hat sich der Bestand an Motorrädern und Personenwagen im Kanton Aargau im Zeitraum zwischen 1930 und 1960 entwickelt?,"SELECT T.jahr, anzahl_motorrader, anzahl_klein_motorrader, anzahl_motorfahrrader, anzahl_personenwagen
FROM aargau_privatverkehr_bestand_nach_fahrzeugarten AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name = 'Canton Aargau'
    AND T.jahr >= 1930
    AND T.jahr <= 1960;","SELECT 
    av.jahr,
    av.anzahl_motorrader,
    av.anzahl_personenwagen
FROM 
    experiment.aargau_privatverkehr_bestand_nach_fahrzeugarten av
JOIN 
    experiment.spatial_unit su ON av.spatialunit_uid = su.spatialunit_uid
WHERE 
    su.canton = true
    AND su.name_de = 'Aargau'
    AND av.jahr BETWEEN 1930 AND 1960",extra,de,12.142609622795135,0,0
aargau_privatverkehr_bestand_nach_fahrzeugarten,Welche Gemeinde im Kanton Aargau hatte im Jahr 2020 am meisten Autos pro Einwohner?,"SELECT S.name AS gemeinde
FROM aargau_privatverkehr_bestand_nach_fahrzeugarten AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2020
ORDER BY T.anzahl_personenwagen_pro_1000_einwohner DESC
LIMIT 1;","SELECT 
    s.name AS gemeinde
FROM 
    experiment.aargau_privatverkehr_bestand_nach_fahrzeugarten AS v
JOIN 
    experiment.spatial_unit AS s ON v.spatialunit_uid = s.spatialunit_uid
WHERE 
    v.jahr = 2020
    AND s.canton = true
    AND s.name_de IS NOT NULL
ORDER BY 
    v.anzahl_personenwagen_pro_1000_einwohner DESC
LIMIT 1;",unknown,de,13.020986201241612,0,0
aargau_privatverkehr_bestand_nach_fahrzeugarten,Wie hoch war die Zahl der Nutzfahrzeuge 1960 und 1980 im Kanton Aargau?,"SELECT T.jahr, anzahl_nutzfahrzeuge
FROM aargau_privatverkehr_bestand_nach_fahrzeugarten AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name = 'Canton Aargau'
    AND T.jahr IN (1960, 1980);","SELECT jahr, anzahl_nutzfahrzeuge
FROM experiment.aargau_privatverkehr_bestand_nach_fahrzeugarten
WHERE jahr IN (1960, 1980)
AND spatialunit_uid LIKE '%Aargau%'",unknown,de,4.79610930941999,0,0
aargau_privatverkehr_bestand_nach_fahrzeugarten,"Wie hoch war die Zahl der Nutzfahrzeuge in Abtwil, AG im Jahr 2000 ?","SELECT T.anzahl_nutzfahrzeuge
FROM aargau_privatverkehr_bestand_nach_fahrzeugarten AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name IN ('Abtwil', 'Abtwil (AG)')
    AND T.jahr = 2000;","SELECT anzahl_nutzfahrzeuge
FROM experiment.aargau_privatverkehr_bestand_nach_fahrzeugarten AS a
JOIN experiment.spatial_unit AS s ON a.spatialunit_uid = s.spatialunit_uid
WHERE s.name = 'Abtwil' AND s.name_de = 'Abtwil' AND s.name_fr = 'Abtwil' AND s.name_it = 'Abtwil'
AND a.jahr = 2000",unknown,de,10.768519539851695,0,0
aargau_privatverkehr_bestand_nach_fahrzeugarten,"Wie viele Kollektivfahrzeuge gab es 2022 in Wettingen, AG?","SELECT T.anzahl_kollektivfahrzeuge
FROM aargau_privatverkehr_bestand_nach_fahrzeugarten AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name IN ('Wettingen', 'Wettingen (AG)')
    AND T.jahr = 2022;","SELECT anzahl_kollektivfahrzeuge
FROM experiment.aargau_privatverkehr_bestand_nach_fahrzeugarten AS a
JOIN experiment.spatial_unit AS s ON a.spatialunit_uid = s.spatialunit_uid
WHERE s.name = 'Wettingen' AND s.spatialunit_ontology = 'A.ADM3' AND s.valid_from <= '2022-01-01' AND s.valid_until >= '2022-12-31'",unknown,de,8.730655659921467,0,0
aargau_obst_rebbau_rebland_wein_ernte,Wie viel Fläche wurde im Jahr 2017 im Aargau für den Rotweinanbau genutzt?,"SELECT T.flache_rebland_rote_europaische_reben_ha, T.flache_rebland_kreuzung_rote_weisse_ha
FROM aargau_obst_rebbau_rebland_wein_ernte AS T
JOIN spatial_unit as S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Aargau%'
    AND T.jahr = 2017;","SELECT SUM(flache_rebland_rote_europaische_reben_ha) AS total_flache
FROM experiment.aargau_obst_rebbau_rebland_wein_ernte
WHERE jahr = 2017",hard,de,6.875712281093001,0,0
aargau_obst_rebbau_rebland_wein_ernte,In welchem Jahr wurde im Aargau am meisten Wein geerntet?,"SELECT T.jahr
FROM aargau_obst_rebbau_rebland_wein_ernte AS T
JOIN spatial_unit as S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Aargau%'
GROUP BY T.jahr
ORDER BY SUM(T.weinernte_total_hl) DESC
LIMIT 1;","SELECT jahr
FROM experiment.aargau_obst_rebbau_rebland_wein_ernte
ORDER BY weinernte_total_hl DESC
LIMIT 1;",extra,de,5.443253424949944,0,0
aargau_obst_rebbau_rebland_wein_ernte,Um wie viel Franken hat sich der Gesamtwert der Weinernte im Aargau zwischen 1980 und 2016 verändert?,"SELECT (
    SUM(CASE WHEN T.jahr = 2016 THEN T.erntewert_rot_1000_chf + T.erntewert_weiss_1000_chf ELSE 0 END) -
    SUM(CASE WHEN T.jahr = 1980 THEN T.erntewert_rot_1000_chf + T.erntewert_weiss_1000_chf ELSE 0 END)
) * 1000.0 AS wertanderung_1980_2016_chf
FROM aargau_obst_rebbau_rebland_wein_ernte AS T
JOIN spatial_unit as S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Aargau%'
    AND T.jahr IN (1980, 2016);","SELECT SUM(erntewert_rot_1000_chf + erntewert_weiss_1000_chf) AS wertveraenderung
FROM experiment.aargau_obst_rebbau_rebland_wein_ernte
WHERE jahr >= 1980 AND jahr <= 2016",unknown,de,8.525267926044762,0,0
aargau_obst_rebbau_rebland_wein_ernte,Wie viele Quadratkilometer Rebfläche gab es im Aargau im Jahr 2018?,"SELECT CAST(T.flache_total_ha AS FLOAT) / 100 AS flache_total_km2
FROM aargau_obst_rebbau_rebland_wein_ernte AS T
JOIN spatial_unit as S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Aargau%'
    AND T.jahr = 2018;","SELECT SUM(flache_total_ha) / 100 AS ""Quadratkilometer Rebfläche""
FROM experiment.aargau_obst_rebbau_rebland_wein_ernte
WHERE jahr = 2018;",unknown,de,6.456786464899778,0,0
aargau_brandversicherung_brandschaden_anzahl_schadensummen,Wie viele Brandfälle gab es im Jahr 2011 im Aargau?,"SELECT T.total_anzahl_schadenfalle
FROM aargau_brandversicherung_brandschaden_anzahl_schadensummen AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Aargau%'
    AND T.jahr = 2011;","SELECT total_anzahl_schadenfalle
FROM experiment.aargau_brandversicherung_brandschaden_anzahl_schadensummen
WHERE jahr = 2011",hard,de,5.237505045719445,0,0
aargau_brandversicherung_brandschaden_anzahl_schadensummen,In welchem Jahr wurden im Aargau die meisten Brandstiftungen gemeldet?,"SELECT T.jahr
FROM aargau_brandversicherung_brandschaden_anzahl_schadensummen AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Aargau%'
ORDER BY T.vorsatzliche_brandstift_anzahl_schadenfalle DESC
LIMIT 1;","SELECT jahr
FROM experiment.aargau_brandversicherung_brandschaden_anzahl_schadensummen
ORDER BY vorsatzliche_brandstift_anzahl_schadenfalle DESC
LIMIT 1;",extra,de,7.4065230982378125,0,0
aargau_brandversicherung_brandschaden_anzahl_schadensummen,Welches waren die 3 häufigsten Ursachen für Brandfälle im Aargau im Jahr 1985?,"WITH T1 AS (
    SELECT * FROM aargau_brandversicherung_brandschaden_anzahl_schadensummen AS T
    JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
    WHERE S.canton = 'TRUE'
        AND S.name LIKE '%Aargau%'
        AND T.jahr = 1985
)
SELECT T2.source_name
FROM (
    SELECT T1.feuerzeug_rauchzeug_licht_anzahl_schadenfalle as source, 'feuerzeug_rauchzeug_licht_anzahl_schadenfalle' as source_name
    FROM T1 AS UNION ALL
    SELECT T1.elektrizitaet_anzahl_schadenfalle as source, 'elektrizitaet_anzahl_schadenfalle' as source_name
    FROM T1 AS UNION ALL
    SELECT T1.vorsatzliche_brandstift_anzahl_schadenfalle as source, 'vorsatzliche_brandstift_anzahl_schadenfalle' as source_name
    FROM T1 AS UNION ALL
    SELECT T1.feuerungsanlagen_anzahl_schadenfalle as source, 'feuerungsanlagen_anzahl_schadenfalle' as source_name
    FROM T1 AS UNION ALL
    SELECT T1.explosion_anzahl_schadenfalle as source, 'explosion_anzahl_schadenfalle' as source_name
    FROM T1 AS UNION ALL
    SELECT T1.uebrige_anzahl_schadenfalle as source, 'uebrige_anzahl_schadenfalle' as source_name
    FROM T1 AS UNION ALL
    SELECT T1.unbekannt_anzahl_schadenfalle as source, 'unbekannt_anzahl_schadenfalle' as source_name
    FROM T1
) AS T2
ORDER BY T2.source DESC
LIMIT 3;","SELECT 
    feuerzeug_rauchzeug_licht_anzahl_schadenfalle AS anzahl_schadenfalle,
    'Feuerzeug/Rauchzeug/Licht' AS ursache
FROM 
    experiment.aargau_brandversicherung_brandschaden_anzahl_schadensummen
WHERE 
    jahr = 1985
ORDER BY 
    feuerzeug_rauchzeug_licht_anzahl_schadenfalle DESC
LIMIT 3;",unknown,de,613.3803020389751,0,0
aargau_brandversicherung_brandschaden_anzahl_schadensummen,Wie hoch waren die jährlichen Kosten in CHF für die durch Elektrizität und Explosionen verursachten Brandschäden im Kanton Aargau in den Jahren 2001 bis 2007?,"SELECT T.jahr, T.elektrizitaet_schaden_1000_chf * 1000 AS elektrizitaet_schaden_chf
FROM aargau_brandversicherung_brandschaden_anzahl_schadensummen AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Aargau%'
    AND T.jahr >= 2001
    AND T.jahr <= 2007
ORDER BY T.jahr DESC;","SELECT jahr, elektrizitaet_schaden_1000_chf + explosion_schaden_1000_chf AS kosten_chf
FROM experiment.aargau_brandversicherung_brandschaden_anzahl_schadensummen AS b
JOIN experiment.spatial_unit AS s ON b.spatialunit_uid = s.spatialunit_uid
WHERE s.canton = true
AND s.name = 'Aargau'
AND jahr BETWEEN 2001 AND 2007",unknown,de,11.192067653872073,0,0
thurgau_erneuerbare_elektrizitatsproduktion_gemeinde,Wie setzt sich die erneuerbare Energieproduktion im Kanton Thurgau seit 2018 jährlich zusammen?,"SELECT
    T.jahr,
    SUM(biogasanlagen_abwasser_gwh),
    SUM(biogasanlagen_industrie_gwh),
    SUM(biogasanlagen_landwirtschaft_gwh),
    SUM(biomasse_holz_gwh),
    SUM(kehricht_gwh),
    SUM(photovoltaik_gwh),
    SUM(wasserkraft_gwh),
    SUM(wind_gwh),
    SUM(total_gwh)
FROM thurgau_erneuerbare_elektrizitatsproduktion_gemeinde AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr >= 2018
GROUP BY T.jahr;","SELECT jahr, 
       SUM(wasserkraft_gwh) AS wasserkraft_gwh, 
       SUM(biomasse_holz_gwh) AS biomasse_holz_gwh, 
       SUM(biogasanlagen_landwirtschaft_gwh) AS biogasanlagen_landwirtschaft_gwh, 
       SUM(kehricht_gwh) AS kehricht_gwh, 
       SUM(biogasanlagen_industrie_gwh) AS biogasanlagen_industrie_gwh, 
       SUM(biogasanlagen_abwasser_gwh) AS biogasanlagen_abwasser_gwh, 
       SUM(photovoltaik_gwh) AS photovoltaik_gwh, 
       SUM(wind_gwh) AS wind_gwh, 
       SUM(total_gwh) AS total_gwh
FROM experiment.thurgau_erneuerbare_elektrizitatsproduktion_gemeinde
WHERE jahr >= 2018
GROUP BY jahr
ORDER BY jahr ASC;",extra,de,18.25215060589835,0,0
thurgau_erneuerbare_elektrizitatsproduktion_gemeinde,Wie viel Prozent der erneuerbaren Energie in Frauenfeld TG wurde im Jahr 2021 durch Solarenergie erzeugt?,"SELECT
    100 * photovoltaik_gwh/total_gwh AS photovoltaik_prozent_frauenfeld_2021
FROM thurgau_erneuerbare_elektrizitatsproduktion_gemeinde AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2021
    AND S.name IN ('Frauenfeld', 'Frauenfeld (TG)');","SELECT (photovoltaik_gwh / total_gwh) * 100 AS percentage
FROM experiment.thurgau_erneuerbare_elektrizitatsproduktion_gemeinde
WHERE spatialunit_uid = '4551_A.ADM3' AND jahr = 2021",unknown,de,5.138785583898425,0,0
thurgau_erneuerbare_elektrizitatsproduktion_gemeinde,Wie viele Gemeinden im Kanton Thurgau produzierten im Jahr 2019 Energie aus Wind?,"SELECT
    COUNT(*) AS anzahl_gemeinden_wind_2019
FROM thurgau_erneuerbare_elektrizitatsproduktion_gemeinde AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2019
    AND T.wind_gwh > 0;","SELECT COUNT(*) 
FROM experiment.thurgau_erneuerbare_elektrizitatsproduktion_gemeinde 
WHERE jahr = 2019 AND wind_gwh > 0;",unknown,de,5.273335775360465,0,0
thurgau_erneuerbare_elektrizitatsproduktion_gemeinde,Welche 3 Thurgauer Gemeinden weisen zwischen 2018 und 2021 den grössten Zuwachs an erneuerbarer Energieproduktion auf? Geben Sie auch den prozentualen Anstieg an.,"SELECT
    S.name AS gemeinde,
    (
        100.0 * SUM( CASE WHEN T.jahr = 2021 THEN T.total_gwh ELSE 0 END) /
        SUM( CASE WHEN T.jahr = 2018 THEN T.total_gwh ELSE 0 END
    )) AS prozent_anstieg
FROM thurgau_erneuerbare_elektrizitatsproduktion_gemeinde AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr IN (2018, 2021)
GROUP BY S.name
ORDER BY prozent_anstieg DESC
LIMIT 3;","SELECT 
    t1.spatialunit_uid AS gemeinde_uid,
    t1.total_gwh AS gesamt_energieproduktion,
    t2.total_gwh AS gesamt_energieproduktion_vorjahr,
    ((t1.total_gwh - t2.total_gwh) / t2.total_gwh) * 100 AS prozentualer_anstieg
FROM 
    experiment.thurgau_erneuerbare_elektrizitatsproduktion_gemeinde AS t1
JOIN 
    experiment.thurgau_erneuerbare_elektrizitatsproduktion_gemeinde AS t2 ON t1.spatialunit_uid = t2.spatialunit_uid
WHERE 
    t1.jahr = 2021 AND t2.jahr = 2018
ORDER BY 
    prozentualer_anstieg DESC
LIMIT 3;",unknown,de,21.195876515936106,0,0
thurgau_erneuerbare_elektrizitatsproduktion_gemeinde,Wie viel erneuerbare Energie hat der Kanton Thurgau im Zeitraum 2017-2021 insgesamt produziert?,"SELECT SUM(T.total_gwh) AS total_gwh_2017_2021
FROM thurgau_erneuerbare_elektrizitatsproduktion_gemeinde AS T
WHERE T.jahr >= 2017
    AND T.jahr <= 2021;","SELECT SUM(total_gwh) AS total_renewable_energy
FROM experiment.thurgau_erneuerbare_elektrizitatsproduktion_gemeinde
WHERE jahr BETWEEN 2017 AND 2021",unknown,de,4.314474336802959,0,0
thurgau_erneuerbare_elektrizitatsproduktion_gemeinde,"Zeigen Sie mir die Produktion von Energie aus Sonne und Wind in Berg, TG im Jahr 2018.","SELECT T.photovoltaik_gwh, T.wind_gwh
FROM thurgau_erneuerbare_elektrizitatsproduktion_gemeinde AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name IN ('Berg', 'Berg (TG)')
    AND T.jahr = 2018;","SELECT photovoltaik_gwh, wind_gwh
FROM experiment.thurgau_erneuerbare_elektrizitatsproduktion_gemeinde AS t
JOIN experiment.spatial_unit AS s ON t.spatialunit_uid = s.spatialunit_uid
WHERE s.name = 'Berg' AND t.jahr = 2018",unknown,de,9.539678930304945,0,0
thurgau_beschaftigte_nach_sektoren_und_gemeinden,In welchem Jahr erreichte die Zahl der Beschäftigten im primären Sektor im Thurgau ihren Höhepunkt?,"SELECT T.jahr
FROM thurgau_beschaftigte_nach_sektoren_und_gemeinden AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.sektor = 'Primär'
GROUP BY T.jahr
ORDER BY SUM(T.beschaftigte_personen) DESC LIMIT 1;","SELECT jahr
FROM experiment.thurgau_beschaftigte_nach_sektoren_und_gemeinden
WHERE sektor = 'Primär'
ORDER BY beschaftigte_personen DESC
LIMIT 1;",extra,de,5.224450664129108,0,0
thurgau_beschaftigte_nach_sektoren_und_gemeinden,Wie hoch ist die relative Veränderung der Beschäftigten in den einzelnen Wirtschaftssektoren im Thurgau in Prozent zwischen 2011 und 2021?,"SELECT
    AGG.sektor,
    (
        100.0 *
        (AGG.beschaftigte_personen_2021 - AGG.beschaftigte_personen_2011) /
        AGG.beschaftigte_personen_2011
    ) AS relative_veranderung_beschaftigte_personen
FROM (
    SELECT
        T.sektor,
        SUM(CASE WHEN T.jahr = 2021 THEN T.beschaftigte_personen ELSE 0 END) AS beschaftigte_personen_2021,
        SUM(CASE WHEN T.jahr = 2011 THEN T.beschaftigte_personen ELSE 0 END) AS beschaftigte_personen_2011
    FROM thurgau_beschaftigte_nach_sektoren_und_gemeinden AS T
    JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
    WHERE S.municipal = 'TRUE'
        AND T.jahr IN (2011, 2021)
    GROUP BY T.sektor
) AS AGG;","SELECT 
    t1.sektor,
    ((t2.beschaftigte_personen - t1.beschaftigte_personen) / t1.beschaftigte_personen) * 100 AS relative_veranderung_prozent
FROM 
    experiment.thurgau_beschaftigte_nach_sektoren_und_gemeinden AS t1
JOIN 
    experiment.thurgau_beschaftigte_nach_sektoren_und_gemeinden AS t2 ON t1.spatialunit_uid = t2.spatialunit_uid
WHERE 
    t1.jahr = 2011 AND t2.jahr = 2021",unknown,de,11.349675924051553,0,0
thurgau_beschaftigte_nach_sektoren_und_gemeinden,Wie viele Personen waren 2015 im primären Sektor in Uttwil TG beschäftigt?,"SELECT T.beschaftigte_personen
FROM thurgau_beschaftigte_nach_sektoren_und_gemeinden AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name IN ('Uttwil', 'Uttwil (TG)')
    AND T.jahr = 2015
    AND T.sektor = 'Primär';","SELECT beschaftigte_personen
FROM experiment.thurgau_beschaftigte_nach_sektoren_und_gemeinden
WHERE jahr = 2015
AND sektor = 'Primär'
AND spatialunit_uid = 'Uttwil TG'",unknown,de,6.071173883974552,0,0
thurgau_beschaftigte_nach_sektoren_und_gemeinden,"Wie viele Beschäftigte aus dem ersten Sektor gab es in Arbon und Egnach, Thurgau, in den Jahren 2012 und 2019?","SELECT S.name AS gemeinde, T.jahr, SUM(T.beschaftigte_personen) AS beschaftigte_personen_sektor_1
FROM thurgau_beschaftigte_nach_sektoren_und_gemeinden AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name IN ('Arbon', 'Arbon (TG)', 'Egnach', 'Egnach (TG)')
    AND T.jahr IN (2012, 2019)
    AND T.sektor = 'Primär'
GROUP BY T.jahr, S.name
ORDER BY S.name, T.jahr;","SELECT SUM(beschaftigte_personen) AS total_beschaeftigte
FROM experiment.thurgau_beschaftigte_nach_sektoren_und_gemeinden AS tb
JOIN experiment.spatial_unit AS su ON tb.spatialunit_uid = su.spatialunit_uid
WHERE sektor = 'Primär'
AND name IN ('Arbon', 'Egnach')
AND jahr IN (2012, 2019)",unknown,de,12.586907329037786,0,0
stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983,Wie hoch war die monatliche Stickoxidkonzentration (in Teilen pro Milliarde) in der Stadt Zürich im Jahr 2019?,"SELECT T.monat, T.nox_ppb
FROM stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983 AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name = 'Zürich'
    AND T.jahr = 2019
ORDER BY T.monat ASC;","SELECT nox_ppb
FROM experiment.stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983
WHERE jahr = 2019",hard,de,6.216392773203552,0,0
stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983,"Wie hoch war die durchschnittliche Kohlenmonoxid-Konzentration in der Zürcher Luft im Januar und im Juli, bezogen auf den Zeitraum 1990-2000?","SELECT
    T.monat,
    SUM(T.co_mg_m3) / COUNT(T.co_mg_m3) AS avg_co_mg_m3
FROM stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983 AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name = 'Zürich'
    AND T.jahr >= 1990
    AND T.jahr <= 2000
    AND T.co_mg_m3 IS NOT NULL
    AND T.monat IN (1, 7)
GROUP BY T.monat;","SELECT AVG(co_mg_m3) AS average_co_concentration
FROM experiment.stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983
WHERE monat IN (1, 7) AND jahr BETWEEN 1990 AND 2000",unknown,de,7.901746903080493,0,0
